course number,name,units,schedule,professor
17752,Accounting 1 THW,3.0,TTh 1-2:30PM,CONCEALED
17751,Accounting 1 THX,3.0,TTh 2:30-4PM,CONCEALED
60089,Acctg 1 THU,3.0,TTh 10-11:30AM,"GONZAGA, NOREEN ROSE"
60090,Acctg 1 THV,3.0,TTh 11:30AM-1PM,"GONZAGA, NOREEN ROSE"
47974,Anthro 10 THU,3.0,TTh 10-11:30AM,"CRUZ, REGINALDO"
47977,Anthro 10 THU-1,3.0,TTh 10-11:30AM,"ESTEBAN, ROLANDO"
47978,Anthro 10 THV,3.0,TTh 11:30AM-1PM,"ESTEBAN, ROLANDO"
47979,Anthro 10 THW,3.0,TTh 1-2:30PM,"ESTEBAN, ROLANDO"
47981,Anthro 10 THW-1,3.0,TTh 1-2:30PM,"LUNA, JARED JONATHAN"
47975,Anthro 10 THX,3.0,TTh 2:30-4PM,"CASTRO, NESTOR"
47980,Anthro 10 THX-1,3.0,TTh 2:30-4PM,"ESTEBAN, ROLANDO"
47976,Anthro 10 WFX,3.0,WF 2:30-4PM,"CASTRO, NESTOR"
47973,Anthro 100 WFU,3.0,WF 10-11:30AM,"VALIENTES, EDWIN WINSTON"
48006,Anthro 100 WFW,3.0,WF 1-2:30PM,"TATEL, CARLOS"
47962,Anthro 101 THX,3.0,TTh 2:30-4PM,"TADURAN, RICHARD JONATHAN"
47963,Anthro 101.1 THL,1.0,T 4-5PM,"TADURAN, RICHARD JONATHAN"
48011,Anthro 111.1 F L-2,1.0,F 5:30-6:30PM,"OCHOA, JANINE THERESE"
47989,Anthro 111.1 WFL,1.0,F 4-5PM,"OCHOA, JANINE THERESE"
47990,Anthro 111.1 WFL-1,1.0,F 5-6PM,"OCHOA, JANINE THERESE"
47964,Anthro 112 THR,3.0,TTh 8:30-10AM,"VALIENTES, EDWIN WINSTON"
47965,Anthro 112 THV,3.0,TTh 11:30AM-1PM,"VALIENTES, EDWIN WINSTON"
47987,Anthro 118 WFV,3.0,WF 11:30AM-1PM,"OCHOA, JANINE THERESE"
47988,Anthro 118 WFW,3.0,WF 1-2:30PM,"OCHOA, JANINE THERESE"
48009,Anthro 123 THQ,3.0,TTh 7-8:30AM,"LANDICHO, MADILENE"
47958,Anthro 133 WFQ,3.0,WF 7-8:30AM,"MANGAHAS, MARIA"
47959,Anthro 133 WFR,3.0,WF 8:30-10AM,"MANGAHAS, MARIA"
47966,Anthro 151 WFX,3.0,WF 2:30-4PM,"GUAZON, HECTOR"
47967,Anthro 151 WFY,3.0,WF 4-5:30PM,"GUAZON, HECTOR"
47968,Anthro 161 WFU,3.0,WF 10-11:30AM,"CRUZ, REGINALDO"
47969,Anthro 161 WFW,3.0,WF 1-2:30PM,"CRUZ, REGINALDO"
47971,Anthro 167 WFR,3.0,WF 8:30-10AM,"LASCO, PAUL GIDEON"
47972,Anthro 167 WFU,3.0,WF 10-11:30AM,"LASCO, PAUL GIDEON"
47952,Anthro 172 WFY,3.0,WF 4-5:30PM,"CABALZA, CHESTER"
47954,Anthro 173 THV,3.0,TTh 11:30AM-1PM,"LUNA, JARED JONATHAN"
47955,Anthro 179 THY,3.0,TTh 4-5:30PM,"CASTRO, NESTOR"
47956,Anthro 181 THU,3.0,TTh 10-11:30AM,"JOCANO, FELIPE"
47957,Anthro 181 WFU,3.0,WF 10-11:30AM,"JOCANO, FELIPE"
47970,Anthro 190 THU,3.0,TTh 10-11:30AM,"TAQUEBAN, EFENITA MAY"
47960,Anthro 194 THV,3.0,TTh 11:30AM-1PM,"SANTOS, MONICA FIDES AMADA"
47961,Anthro 194 THW,3.0,TTh 1-2:30PM,"SANTOS, MONICA FIDES AMADA"
48000,Anthro 202 WNOP,3.0,W 5-8PM,"TADURAN, RICHARD JONATHAN"
47993,Anthro 205 HNOPFOCUS: Criminal Anthropology,3.0,Th 5-8PM,"TADURAN, RICHARD JONATHAN"
48001,Anthro 212 HLNO1,3.0,Th 4-7PM,"OCHOA, JANINE THERESE"
47994,Anthro 223 WLNO,3.0,W 4-7PM,"CASTRO, NESTOR"
48002,Anthro 224 FLNO2,3.0,F 4-7PM,"MANGAHAS, MARIA"
48005,Anthro 225 SJKL,3.0,S 2-5PM,"PAMA, HERMEL"
47995,Anthro 261 SCDESeminar in Asian Traditions,3.0,S 9AM-12PM,"CABALZA, CHESTER"
47996,"Anthro 275 MNOPFOCUS: Civil Society, the State and the Private Sector in a Contentious New Normal)",3.0,M 5-8PM,"RACELIS, MARY"
47997,Anthro 277 SIJK,3.0,S 1-4PM,"CABALZA, CHESTER"
47998,Anthro 278 HLNOFOCUS: Social Science Research Methods Using the Internet,3.0,M 4-7PM,"TAN, MICHAEL"
47999,Anthro 282 HLNOFOCUS: Life Histories,3.0,Th 4-7PM,"PAMA, HERMEL"
48003,Anthro 297 TLNO1,3.0,T 4-7PM,"TAN, MICHAEL"
48007,Anthro 300 MCDE,3.0,M 9AM-12PM,CONCEALED
48008,Anthro 400 MIJK,3.0,M 1-4PM,CONCEALED
47953,Anthropology 114 WFW,3.0,WF 1-2:30PM,"CANO, JENNY RUTH"
41385,App Physics 157 WFU-FX,4.0,WF 10-11:30AM lec NIP F207; F 1-4PM,"REYES, REINABELLE"
41384,App Physics 157 WFU-WX,4.0,WF 10-11:30AM lec NIP F206; W 1-4PM,"LIM, MAY"
41386,App Physics 171 WFR,3.0,WF 8:30-10AM lab,"SARMAGO, ROLAND"
41387,App Physics 175 THU,3.0,TTh 10-11:30AM lec,"SARMAGO, ROLAND"
41391,App Physics 181 THY-FX,4.0,F 1-4PM lab TBA; TTh 4-5:30PM lec,"DE LOS REYES, ALEXANDER"
41392,App Physics 181 THY-FX-1,4.0,F 1-4PM lab TBA; TTh 4-5:30PM lec,"DE LOS REYES, ALEXANDER"
41393,App Physics 181 THY-FX-2,4.0,F 1-4PM lab TBA; TTh 4-5:30PM lec,"DE LOS REYES, ALEXANDER"
41388,App Physics 181 THY-WX,4.0,W 1-4PM lab TBA; TTh 4-5:30PM lec,"ESTACIO, ELMER"
41389,App Physics 181 THY-WX-1,4.0,W 1-4PM lab TBA; TTh 4-5:30PM lec,"ESTACIO, ELMER"
41390,App Physics 181 THY-WX-2,4.0,W 1-4PM lab TBA; TTh 4-5:30PM lec,"ESTACIO, ELMER"
41394,App Physics 183 WFR,3.0,WF 8:30-10AM lec,"SORIANO, MARICOR"
41395,App Physics 185 THR,4.0,M 8-11AM lab NIP R208; TTh 8:30-10AM lec,"SORIANO, MARICOR"
41527,App Physics 200 CDV,3.0,M 2-5PM,"VILLAGONZALO, CRISTINE"
41525,App Physics 200 FCP,3.0,M 2-5PM,"PARAAN, FRANCIS NORMAN"
41552,App Physics 200 IGV,3.0,M 2-5PM,"VEGA, MICHAEL FRANCIS IAN"
41577,App Physics 200 JPHE,3.0,M 2-5PM,"ESGUERRA, JOSE PERICO"
41592,App Physics 200 JYB,3.0,M 2-5PM,"BANTANG, JOHNROB"
41586,App Physics 200 MNS,3.0,M 2-5PM,"SORIANO, MARICOR"
41534,App Physics 200 NPH,3.0,M 2-5PM,"HERMOSA, NATHANIEL"
41553,App Physics 200 PFA,3.0,M 2-5PM,"ALMORO, PERCIVAL"
41541,App Physics 200 RSB,3.0,M 2-5PM,"BANZON, RONALD"
41551,App Physics 200 RVS,3.0,M 2-5PM,"SARMAGO, ROLAND"
41533,App Physics 200 WOG,3.0,M 2-5PM,"GARCIA, WILSON"
15681,Aral Pil 300 HABC,6.0,Th 7-10AM,TBA
11693,Arch 3 THBCDEG,3.0,TTh 8AM-12:30PM,"RIVERA, DAVID"
11699,Arch 3 THBCDEG-1,3.0,TTh 8AM-12:30PM,"YAZON, RIZALINO"
11744,Arch 3 WFBCDE,3.0,WF 8AM-12:30PM,"GOZON, PATRICK ANDREW"
11694,Arch 3 WFBCDEG,3.0,WF 8AM-12:30PM,"RIVERA, DAVID"
11700,Arch 3 WFBCDEG-1,3.0,WF 8AM-12:30PM,"YAZON, RIZALINO"
11726,Arch 3 WFBCDEG-2,3.0,WF 8AM-12:30PM,"DE LEON, RUBY TERESA"
11708,Arch 4 WFCDE,3.0,WF 9:30AM-12PM,"BALANE, RONALD"
11811,Arch 4 WFNOP,3.0,WF 5:30-8PM,"LECCIONES, AARON JULIUS"
11682,Arch 5 THZQ,2.0,TTh 6-8:30PM,"MANALANG, RINGER"
11680,Arch 5 WFCDE,2.0,WF 9:30AM-12PM,"LOPEZ, KAREN THERESE"
11746,Arch 5 WFCDE-1,2.0,WF 9:30AM-12PM,"LECCIONES, AARON JULIUS"
11809,Arch 5 WFCDE-2,2.0,WF 9:45AM-12:15PM,"LOPEZ, KAREN THERESE"
11681,Arch 5 WFKLN,2.0,WF 1:30-4PM,"LOPEZ, KAREN THERESE"
11747,Arch 5 WFWX,2.0,WF 1:30-4PM,"LECCIONES, AARON JULIUS"
11675,Arch 16 THE,2.0,TTh 2-3PM,"GINES, LEONIDO"
11751,Arch 16 THI,2.0,TTh 1-2PM,"LICO, GERARD REY"
11755,Arch 16 THI-1,2.0,TTh 1-2PM,"LUNA, MARKEL CESAR"
11756,Arch 16 THJ,2.0,TTh 2-3PM,"LUNA, MARKEL CESAR"
11672,Arch 18 THD,2.0,TTh 10-11AM,"GINES, LEONIDO"
11782,Arch 18 THD-1,2.0,TTh 10-11AM,"SANTOS, MICHAELA ROSETTE"
11673,Arch 18 THE,2.0,TTh 11AM-12PM,"GINES, LEONIDO"
11766,Arch 18 THE-1,2.0,TTh 11AM-12PM,"OZAETA, EMILIO JACINTO"
11810,Arch 18 THE-2,2.0,TTh 11:15AM-12:15PM,"GINES, LEONIDO"
11705,Arch 20 THLN,2.0,Th 4:30-6:30PM lab TBA; T 4:30-6:30PM,"ARANETA, MAUREEN ANNE"
11674,Arch 20 WFLNO,2.0,F 4:30-6:30PM lab TBA; W 4:30-6:30PM,"GINES, LEONIDO"
11678,Arch 20 WFLNO-1,2.0,F 4:30-6:30PM lab TBA; W 4:30-6:30PM,"LAYUSA, MARY CHRISTINE JOSEPHINE"
11686,Arch 20 WFLNO-2,2.0,F 4:30-6:30PM lab TBA; W 4:30-6:30PM,"ONG, SIMOUN"
11706,Arch 20 WFYZ,2.0,F 4:30-6:30PM lab TBA; W 4:30-6:30PM,"ARANETA, MAUREEN ANNE"
11745,Arch 22 THYZQ,3.0,TTh 4:30-9PM,"GOZON, PATRICK ANDREW"
11727,Arch 22 WFYZQ,3.0,WF 4:30-9PM,"DE LEON, RUBY TERESA"
11784,Arch 22 WFYZQ-1,3.0,WF 4:30-9PM,"SANTOS, MICHAELA ROSETTE"
11788,Arch 22 WFYZQ-2,3.0,WF 4:30-9PM,"SICAM, OLIVIA ALMA"
11697,Arch 23 THWX,3.0,Th 1:30-4PM lab TBA; T 1:30-4PM,"SANTOS, JOHN RYAN"
11759,Arch 23 THWX-1,3.0,Th 1:30-4PM lab TBA; T 1:30-4PM,"MADRID, DOLORES CECILIA"
11783,Arch 23 THWX-2,3.0,Th 1:30-4PM lab TBA; T 1:30-4PM,"SANTOS, MICHAELA ROSETTE"
11728,Arch 23 WFWX,3.0,F 1:30-4PM lab TBA; W 1:30-4PM,"DE LEON, RUBY TERESA"
11719,Arch 32 THYZQ,3.0,Th 4:30-9PM lab TBA; T 4:30-9PM,"CHUA, JOHANNES VINCENT"
11722,Arch 32 THYZQ-1,3.0,Th 4:30-9PM lab TBA; T 4:30-9PM,"DE CHAVEZ, KELVIN"
11729,Arch 32 THYZQ-2,3.0,Th 4:30-9PM lab TBA; T 4:30-9PM,"DEL CASTILLO, NICOLO PRECIOSO"
11795,Arch 32 THYZQ-3,3.0,Th 4:30-9PM lab TBA; T 4:30-9PM,"VARONA, MARIA FAITH"
11655,Arch 33 WFGIJKL,3.0,WF 12-4:30PM,"BULAONG, APOLINARIO"
11789,Arch 33 WFGIJKL-1,3.0,WF 12-4:30PM,"SICAM, OLIVIA ALMA"
11654,Arch 33 WFYZQ,3.0,WF 5-9:30PM,"BELGA, MARIE EDRALINE"
11684,Arch 35 SGIJ,3.0,S 12-3PM,"MEONADA, JOSE MARI"
11685,Arch 35 SKLN,3.0,S 3-6PM,"MEONADA, JOSE MARI"
11687,Arch 35 THZQ,3.0,S 12-3PM,"ONG, SIMOUN"
11718,Arch 55 THD,2.0,TTh 10-11AM,"CHUA, JOHANNES VINCENT"
11748,Arch 55 THD-1,2.0,TTh 10-11AM,"LECCIONES, AARON JULIUS"
11749,Arch 55 THE,2.0,TTh 11AM-12PM,"LECCIONES, AARON JULIUS"
11774,Arch 75 WFD,2.0,WF 10-11AM,"SANTOS, MARIA LISA"
11778,Arch 75 WFD-1,2.0,WF 10-11AM,"SANTOS, ROMEO"
11775,Arch 75 WFE,2.0,WF 11AM-12PM,"SANTOS, MARIA LISA"
11667,Arch 75 WFO,2.0,WF 6-7PM,"DUQUE, DUCHESS ALEKSEI"
11668,Arch 75 WFP,2.0,WF 7-8PM,"DUQUE, DUCHESS ALEKSEI"
11683,Arch 134 SIJKLN,3.0,S 1-6PM,"MANALANG, RINGER"
11656,Arch 134 THWX,3.0,Th 1-3:30PM lab TBA; T 1-3:30PM,"BULAONG, APOLINARIO"
11724,Arch 134 THWX-1,3.0,Th 1-3:30PM lab TBA; T 1-3:30PM,"DE CHAVEZ, KELVIN"
11711,Arch 142 THYZQ,4.0,Th 4:30-9:30PM lab TBA; T 4:30-9:30PM,"BARIA, RICHELLE RHEA"
11790,Arch 142 THYZQ-1,4.0,Th 4:30-9:30PM lab TBA; T 4:30-9:30PM,"SILVESTRE, JOSE DANILO"
11776,Arch 142 WFYZQ,4.0,F 4:30-9:30PM lab TBA; W 4:30-9:30PM,"SANTOS, MARIA LISA"
11793,Arch 142 WFYZQ-1,4.0,F 4:30-9:30PM lab TBA; W 4:30-9:30PM,"TOMELDAN, MICHAEL"
11670,Arch 147 WFCDE,3.0,F 9:30AM-12PM lab TBA; W 9:30AM-12PM,"EVANGELISTA, ALEX RAY"
11773,Arch 147 WFCDE-1,3.0,F 9:30AM-12PM lab TBA; W 9:30AM-12PM,"SANTOS, FREDERICK"
11701,Arch 149 THX,3.0,TTh 2:30-4PM,"ABAYA, ERNESTO"
11723,Arch 162 THU,3.0,TTh 10-11:30AM,"DE CHAVEZ, KELVIN"
11698,Arch 162 WFU,3.0,WF 10-11:30AM,"SURIA, MICHELE"
11692,Arch 162 WFW,3.0,WF 1-2:30PM,"REGALA, MARIA BENITA"
11777,Arch 162 WFW-1,3.0,WF 1-2:30PM,"SANTOS, MARIA LISA"
11720,Arch 171 THWX,4.0,Th 1-4PM lab TBA; T 1-4PM,"CHUA, JOHANNES VINCENT"
11730,Arch 171 THWX-1,4.0,Th 1-4PM lab TBA; T 1-4PM,"DEL CASTILLO, NICOLO PRECIOSO"
11812,Arch 171 THWX-2,4.0,TTh 1-4PM,"BALANE, RONALD"
11709,Arch 199.2 THYZQ,4.0,TTh 4:30-9:30PM,"BALANE, RONALD"
11757,Arch 199.2 THYZQ-1,4.0,TTh 4:30-9:30PM,"LUNA, MARKEL CESAR"
11760,Arch 199.2 THYZQ-2,4.0,TTh 4:30-9:30PM,"MADRID, DOLORES CECILIA"
11767,Arch 199.2 THYZQ-3,4.0,TTh 4:30-9:30PM,"OZAETA, EMILIO JACINTO"
11772,Arch 199.2 THYZQ-4,4.0,TTh 4:30-9:30PM,"SANTOS, FREDERICK"
11786,Arch 199.2 THYZQ-5,4.0,TTh 4:30-9:30PM,"SARTHOU, ARMIN"
11801,Arch 199.2 WFYZQ,4.0,WF 4:30-9:30PM,"MADRID, DOLORES CECILIA"
11716,Arch 202 MOPQ,3.0,M 6-9PM,"VARONA, MARIA FAITH"
11750,Arch 205 HOPQ,3.0,Th 6-9PM,"LECCIONES, AARON JULIUS"
11787,Arch 206 WOPQ,3.0,W 6-9PM,"SARTHOU, ARMIN"
11669,Arch 211 TOPQ,3.0,T 6-9PM,"ESPINA, CRISTOPHER STONEWALL"
11805,Arch 221 MOPQ,3.0,M 6-9PM,"ESPINA, CRISTOPHER STONEWALL"
11712,Arch 233 FOPQ,3.0,F 6-9PM,"BARIA, RICHELLE RHEA"
11791,Arch 234 FOPQ,3.0,S 1-4PM,"TOMELDAN, MICHAEL"
11725,Arch 236 FOPQ,3.0,F 6-9PM,"DE CHAVEZ, KELVIN"
11806,Arch 251 SWX,3.0,S 1-4PM,"BO-OT, LUIS MARIA"
11807,Arch 300 TBA,3.0,TBA,TBA
62251,Archaeo 2 THQ,3.0,TTh 7-8:30AM lec,"PEÑA, JESSICA CECILIA"
62252,Archaeo 2 THR,3.0,TTh 8:30-10AM lec,"PEÑA, JESSICA CECILIA"
62253,Archaeo 2 THW,3.0,TTh 1-2:30PM lec,"MABANAG, MARK ANTHONY"
62254,Archaeo 2 THX,3.0,TTh 2:30-4PM lec,"MABANAG, MARK ANTHONY"
11702,Archi 203 FOPQ,3.0,F 6-9PM,"ABAYA, ERNESTO"
11779,Archi 203 HOPQ,3.0,Th 6-9PM,"SANTOS, ROMEO"
11691,Archi 203 SOPQ,3.0,S 6-9PM,"PALARCA, HONORIO"
11768,Archi 203 WOPQ,3.0,W 6-9PM,"OZAETA, EMILIO JACINTO"
11731,Archi 210 MOPQ,3.0,M 6-9PM,"DEL CASTILLO, NICOLO PRECIOSO"
11752,Archi 210 MOPQ-1,3.0,M 6-9PM,"LICO, GERARD REY"
11761,Archi 210 MOPQ-2,3.0,M 6-9PM,"NADAL, CATHE DESIREE"
11792,Archi 210 SCDE,3.0,S 9AM-12PM,"SILVESTRE, JOSE DANILO"
11800,Archi 211 MSOPQCDEBuilding Science: Components of Building Science,4.0,S 9AM-12PM lab TBA; M 6-9PM,"BO-OT, LUIS MARIA"
11671,Archi 211 TSOPQEnvironmental Architecture: Tropical Design,4.0,S 6-9PM lab TBA; T 6-9PM,"FLORES, JUAN PAOLO ANGELO MARTIN"
11666,"Archi 211 TSOPQCDEHistory, Theory, and Criticism: Curating Architecture and the City",4.0,S 9AM-12PM lec TBA; T 6-9PM,"BULAONG, CARMEN BETTINA; DE VIANA, LORELEI"
11763,Archi 211 TWOPQWXEnvironmental Landscapes: Environmental landscapes' white space,4.0,W 1-4PM lab TBA; T 6-9PM,"NAVARRA, NAPPY"
11794,Archi 211 WSOPQCDEUrban Design: Safe and Resilient Communities,4.0,S 9AM-12PM lab TBA; T 6-9PM,"TOMELDAN, MICHAEL"
11677,Archi 232 WOPQ,3.0,Th 6-9PM,"KARAAN, ANNA KATRINA"
11796,Archi 233 FOPQ,3.0,F 6-9PM,"VARONA, MARIA FAITH"
11785,Archi 241 TOPQ,3.0,T 6-9PM,"SANTOS, MICHAELA ROSETTE"
11758,Archi 242 FOPQ,3.0,F 6-9PM,"LUNA, MARKEL CESAR"
11679,Archi 243 SYZ,3.0,S 4-7PM,"LIWANAG, MICHAEL ANGELO"
11753,Archi 244 HOPQ,3.0,Th 6-9PM,"LICO, GERARD REY"
11713,Archi 252 MOPQ,3.0,M 6-9PM,"BARIA, RICHELLE RHEA"
11804,Archi 253 FOPQ,3.0,F 6-9PM,"BALANE, RONALD"
11710,Archi 253 MOPQ,3.0,M 6-9PM,"BALANE, RONALD"
11721,Archi 262 WOPQ,3.0,W 6-9PM,"CHUA, JOHANNES VINCENT"
11707,Archi 299 MOPQ,2.0,M 6-8PM,"ARANETA, MAUREEN ANNE"
11808,Archi 300 TBA,6.0,TBA,TBA
62255,Arkiyoloji 1 THW,3.0,TTh 1-2:30PM lec,"REYES, JOAN TARA"
62256,Arkiyoloji 1 THX,3.0,TTh 2:30-4PM lec,"REYES, JOAN TARA"
62257,Arkiyoloji 1 WFW,3.0,WF 1-2:30PM lec,"COSALAN, ANDREA DOMINIQUE"
62258,Arkiyoloji 1 WFX,3.0,WF 2:30-4PM lec,"COSALAN, ANDREA DOMINIQUE"
62259,Arkiyoloji 1 WFY,3.0,WF 4-5:30PM lec,"MANIPON, DANTE RICARDO"
62260,Arkiyoloji 1 WFZ,3.0,WF 5:30-7PM lec,"MANIPON, DANTE RICARDO"
13851,ARTS 1 THR-1,3.0,TTh 8:30-10AM,"BANASIHAN, NIKOLAI ANDREI"
13852,ARTS 1 THR-2,3.0,TTh 8:30-10AM,"ARAGO, GIANPAOLO"
13853,ARTS 1 THR-3,3.0,TTh 8:30-10AM,"DATUIN, FLAUDETTE MAY"
13854,ARTS 1 THR-4,3.0,TTh 8:30-10AM,"LUCENA, GERARDO"
13855,ARTS 1 THR-5,3.0,TTh 8:30-10AM,"ESPEJO, LANCE ISAAC"
13856,ARTS 1 THU-1,3.0,TTh 10-11:30AM,"BANASIHAN, NIKOLAI ANDREI"
13865,ARTS 1 THU-10,3.0,TTh 10-11:30AM,"ESPEJO, LANCE ISAAC"
13966,ARTS 1 THU-11,3.0,TTh 10-11:30AM,TBA
13857,ARTS 1 THU-2,3.0,TTh 10-11:30AM,"ARAGO, GIANPAOLO"
13858,ARTS 1 THU-3,3.0,TTh 10-11:30AM,"RIVERA, ROBIN DANIEL"
13859,ARTS 1 THU-4,3.0,TTh 10-11:30AM,"PAULINO, ROBERTO ELISEO"
13860,ARTS 1 THU-5,3.0,TTh 10-11:30AM,"GIRON, MANUEL KRISTOFFERSON"
13861,ARTS 1 THU-6,3.0,TTh 10-11:30AM,"LUCENA, GERARDO"
13862,ARTS 1 THU-7,3.0,TTh 10-11:30AM,"ABRERA, PATRICIA MARION"
13863,ARTS 1 THU-8,3.0,TTh 10-11:30AM,"GO, NELISSA"
13864,ARTS 1 THU-9,3.0,TTh 10-11:30AM,"CABRERA, MARIA CONSUELO"
13866,ARTS 1 THV-1,3.0,TTh 11:30AM-1PM,TBA
13867,ARTS 1 THV-2,3.0,TTh 11:30AM-1PM,"GIRON, MANUEL KRISTOFFERSON"
13868,ARTS 1 THV-3,3.0,TTh 11:30AM-1PM,"QUIRONG, JC"
13869,ARTS 1 THV-4,3.0,TTh 11:30AM-1PM,"ABRERA, PATRICIA MARION"
13870,ARTS 1 THV-5,3.0,TTh 11:30AM-1PM,"CABRERA, MARIA CONSUELO"
13952,ARTS 1 THV-6,3.0,TTh 11:30AM-1PM,"YAMBAO, CLOD MARLAN KRISTER"
13871,ARTS 1 THW-1,3.0,TTh 1-2:30PM,"RIVERA, ROBIN DANIEL"
13872,ARTS 1 THW-2,3.0,TTh 1-2:30PM,"HERNANDEZ, ELOISA MAY"
13873,ARTS 1 THW-3,3.0,TTh 1-2:30PM,"HIRANO, MAYUMI"
13874,ARTS 1 THW-4,3.0,TTh 1-2:30PM,"LUCENA, GERARDO"
13875,ARTS 1 THW-5,3.0,TTh 1-2:30PM,"QUIRONG, JC"
13876,ARTS 1 THW-6,3.0,TTh 1-2:30PM,"GO, NELISSA"
13877,ARTS 1 THW-7,3.0,TTh 1-2:30PM,"ESPEJO, LANCE ISAAC"
13953,ARTS 1 THW-8,3.0,TTh 1-2:30PM,"YAMBAO, CLOD MARLAN KRISTER"
13969,ARTS 1 THW-9,3.0,TTh 1-2:30PM,TBA
13878,ARTS 1 THX-1,3.0,TTh 2:30-4PM,"ARAGO, GIANPAOLO"
13879,ARTS 1 THX-2,3.0,TTh 2:30-4PM,"HERNANDEZ, ELOISA MAY"
13880,ARTS 1 THX-3,3.0,TTh 2:30-4PM,"GIRON, MANUEL KRISTOFFERSON"
13881,ARTS 1 THX-4,3.0,TTh 2:30-4PM,"LUCENA, GERARDO"
13882,ARTS 1 THX-5,3.0,TTh 2:30-4PM,"GO, NELISSA"
13883,ARTS 1 THX-6,3.0,TTh 2:30-4PM,"CABRERA, MARIA CONSUELO"
13884,ARTS 1 THX-7,3.0,TTh 2:30-4PM,"ESPEJO, LANCE ISAAC"
13967,ARTS 1 THX-8,3.0,TTh 2:30-4PM,TBA
13885,ARTS 1 THY-1,3.0,TTh 4-5:30PM,"ARAGO, GIANPAOLO"
13886,ARTS 1 THY-2,3.0,TTh 4-5:30PM,"GUILLERMO, SOFIA"
13887,ARTS 1 THY-3,3.0,TTh 4-5:30PM,"GO, NELISSA"
13888,ARTS 1 THY-4,3.0,TTh 4-5:30PM,"CABRERA, MARIA CONSUELO"
13973,ARTS 1 THY-5,3.0,TTh 4-5:30PM,"DATUIN, FLAUDETTE MAY"
13958,ARTS 1 THZ-1,3.0,TTh 5:30-7PM,TBA
13889,ARTS 1 WFQ-1,3.0,WF 7-8:30AM,"ROSETTE, JUDITH CAMILLE"
13890,ARTS 1 WFQ-2,3.0,WF 7-8:30AM,"LUGUE, MARK LOUIE"
13891,ARTS 1 WFR-1,3.0,WF 8:30-10AM,"ROSETTE, JUDITH CAMILLE"
13892,ARTS 1 WFR-2,3.0,WF 8:30-10AM,"LUGUE, MARK LOUIE"
13893,ARTS 1 WFR-3,3.0,WF 8:30-10AM,"BANASIHAN, NIKOLAI ANDREI"
13894,ARTS 1 WFR-4,3.0,WF 8:30-10AM,"SALAZAR, JAIME OSCAR"
13895,ARTS 1 WFR-5,3.0,WF 8:30-10AM,"SAKILI, ABRAHAM"
13954,ARTS 1 WFR-6,3.0,WF 8:30-10AM,"QUIRONG, JC"
13968,ARTS 1 WFR-7,3.0,WF 8:30-10AM,TBA
13896,ARTS 1 WFU-1,3.0,WF 10-11:30AM,"ROSETTE, JUDITH CAMILLE"
13897,ARTS 1 WFU-2,3.0,WF 10-11:30AM,"HERNANDEZ, FREDYL"
13898,ARTS 1 WFU-3,3.0,WF 10-11:30AM,"BANASIHAN, NIKOLAI ANDREI"
13899,ARTS 1 WFU-4,3.0,WF 10-11:30AM,"SAKILI, ABRAHAM"
13900,ARTS 1 WFU-5,3.0,WF 10-11:30AM,"RIVERA, ROBIN DANIEL"
13955,ARTS 1 WFU-6,3.0,WF 10-11:30AM,"QUIRONG, JC"
13970,ARTS 1 WFU-7,3.0,WF 10-11:30AM,TBA
13901,ARTS 1 WFV-1,3.0,WF 11:30AM-1PM,"ROSETTE, JUDITH CAMILLE"
13902,ARTS 1 WFV-2,3.0,WF 11:30AM-1PM,"HERNANDEZ, FREDYL"
13903,ARTS 1 WFV-3,3.0,WF 11:30AM-1PM,"ABRERA, PATRICIA MARION"
13904,ARTS 1 WFV-4,3.0,WF 11:30AM-1PM,"LAUZON, ALDEN"
13905,ARTS 1 WFV-5,3.0,WF 11:30AM-1PM,"YAMBAO, CLOD MARLAN KRISTER"
13972,ARTS 1 WFV-6,3.0,WF 11:30AM-1PM,"CANTA, MARILYN"
13906,ARTS 1 WFW-1,3.0,WF 1-2:30PM,"HERNANDEZ, ELOISA MAY"
13907,ARTS 1 WFW-2,3.0,WF 1-2:30PM,"SALAZAR, JAIME OSCAR"
13908,ARTS 1 WFW-3,3.0,WF 1-2:30PM,"SAKILI, ABRAHAM"
13909,ARTS 1 WFW-4,3.0,WF 1-2:30PM,"CANTA, MARILYN"
13910,ARTS 1 WFW-5,3.0,WF 1-2:30PM,"RIVERA, ROBIN DANIEL"
13960,ARTS 1 WFW-6,3.0,WF 1-2:30PM,TBA
13911,ARTS 1 WFX-1,3.0,WF 2:30-4PM,"HERNANDEZ, FREDYL"
13912,ARTS 1 WFX-2,3.0,WF 2:30-4PM,"SALAZAR, JAIME OSCAR"
13913,ARTS 1 WFX-3,3.0,WF 2:30-4PM,TBA
13914,ARTS 1 WFX-4,3.0,WF 2:30-4PM,"SAKILI, ABRAHAM"
13915,ARTS 1 WFX-5,3.0,WF 2:30-4PM,TBA
13916,ARTS 1 WFY-1,3.0,WF 4-5:30PM,"HERNANDEZ, FREDYL"
13917,ARTS 1 WFY-2,3.0,WF 4-5:30PM,TBA
13918,ARTS 1 WFY-3,3.0,WF 4-5:30PM,"CANTA, MARILYN"
13919,ARTS 1 WFY-4,3.0,WF 4-5:30PM,TBA
13920,ARTS 1 WFY-5,3.0,WF 4-5:30PM,TBA
