course number,name,units,schedule,professor
51803,EDTECH 211 W,3.0,W 5:30-8:30PM lec TBA,"QUE, ELENITA"
51804,EDTECH 213 F,3.0,F 5:30-8:30PM lec TBA,"QUE, ELENITA"
51805,EDTECH 214 M,3.0,M 5:30-8:30PM lec TBA,"CENTENO, EDMUND"
51359,EDTEG 201 M,3.0,M 5:30-8:30PM lec TBA,"ALIPUSTAIN, EVA HAYDEE"
51361,EDTEG 201 S,3.0,S 8:30-11:30AM lec TBA,"ALIPUSTAIN, EVA HAYDEE"
51362,EDTEG 211 S,3.0,S 11:30AM-2:30PM lec TBA,"ALIPUSTAIN, EVA HAYDEE"
51363,EDTEG 221 S,3.0,S 8:30-11:30AM lec TBA,"DIAZ, LEONOR"
51365,EDTEG 277 M,3.0,M 5:30-8:30PM prac TBA,"ALCAZAR, MARIE YVETTE"
51364,EDTEG 277 T,3.0,T 5:30-8:30PM prac TBA,"ALCAZAR, MARIE YVETTE"
51252,EDUC 100 THV,3.0,TTh 11:30AM-1PM lec TBA,"MARTIN, FERDINAND POL"
51341,EDUC 100 THW,3.0,TTh 1-2:30PM lec TBA,"LUCMAN, SHAREHANN"
51283,EDUC 100 WFW,3.0,WF 1-2:30PM lec TBA,"CANUTO, ABIGAIL THEA"
51340,EDUC 100 WFY,3.0,WF 4-5:30PM lec TBA,"CALINGASAN, LORINA"
51289,EDUC 102 WFX,3.0,WF 2:30-5:30PM lec TBA,"DCI, DCI; ARZADON, MARIA MERCEDES"
51353,EDUC 102 WFX-1,3.0,WF 2:30-4PM lec TBA,"BUSTOS, MARIE THERESE ANGELINE"
51354,EDUC 102 WFX-2,3.0,WF 2:30-4PM lec TBA,"MAGTOTO, FRANCES OLIVIA"
51355,EDUC 102 WFX-3,3.0,WF 2:30-4PM lec TBA,"TANTENGCO, MYRA TRINIDAD"
51305,EDUC 180 MTWThF,8.0,MTWThF 7AM-12PM field TBA,"DIAZ, LEONOR"
51356,EDUC 180 MTWThF-1,8.0,MTWThF 7AM-12PM field TBA,"ECHAVIA, DARLENE"
51357,EDUC 180 MTWThF-2,8.0,MTWThF 7AM-12PM field TBA,"VIDAL, LUTZE-SOL"
51304,EDUC 181 F,2.0,F 5-7PM lec TBA,"DIAZ, LEONOR"
51358,EDUC 181 TH,2.0,Th 3-5PM lec TBA,"ECHAVIA, DARLENE; VIDAL, LUTZE-SOL"
51806,EDUC 190 S,3.0,S 8:30AM-3:30PM lec TBA,"MALIGALIG, JON PAUL"
51352,EDUC 280 M,3.0,M 2:30-8:30PM prac TBA,"CALINGASAN, LORINA"
51388,EDUC 280 S,3.0,S 8AM-2PM prac TBA,"DEFEO-BAQUIAL, CHARO MARIE"
51332,EDUC 280 TS,3.0,TS 5:30-8:30PM prac TBA,"JOAQUIN, MA. NYMPHA"
51380,EDUC 293 S,3.0,S 8:30-11:30AM lec TBA,"TANTENGCO, MYRA TRINIDAD"
51256,EDUC 293 TH,3.0,Th 5:30-8:30PM lec TBA,"GUNIO, MELANIE JOY"
51257,EDUC 293 TH-1,3.0,Th 5:30-8:30PM lec TBA,"FAJARDO, AMELIA"
51321,EDUC 293 TH-2,3.0,Th 5:30-8:30PM lec TBA,"PADERNA, EDWEHNA ELINORE"
51335,EDUC 293 W,3.0,W 5:30-8:30PM lec TBA,"MONTEROLA, SHERYL LYN"
51377,EDUC 293 W-1,3.0,W 5:30-8:30PM lec TBA,"OCAMPO-CRISTOBAL, DINA JOANA"
51259,EDUC 382 S,3.0,S 8:30-11:30AM lec TBA,"FAJARDO, AMELIA"
51384,EDUC 390 T,3.0,T 5:30-8:30PM lec TBA,"MAGTOTO, FRANCES OLIVIA"
52629,EE 121 WFUSOZQ,3.0,WF 10:30-11:30AM lec TBA; S 6-9PM lab TBA,CONCEALED
52522,EE 143 MQR,3.0,M 7-10AM lec TBA,CONCEALED
52524,EE 146 HWX,1.0,Th 1-4PM lab TBA,CONCEALED
52523,EE 153 THZ,3.0,TTh 6-7:30PM lec TBA,CONCEALED
52582,EE 161 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
52618,EE 163 THR,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52619,EE 163 THY,3.0,TTh 4-5:30PM lec TBA,CONCEALED
52583,EE 164 TWX,1.0,T 1-4PM lab TBA,CONCEALED
52611,EE 197 B-HOZQSolar Energy Technology,3.0,Th 6-9PM lec TBA,"TRIA, LEW ANDREW"
52548,EE 197 T-MSWTechnopreneurship,3.0,MS 1-2:30PM lec TBA,"SISON, LUIS"
52628,EE 198 MAB,5.0,M 7-9AM lab TBA,CONCEALED
52584,EE 212 WOPHOZQ,3.0,W 6-8PM lec TBA; Th 6-9PM lab TBA,CONCEALED
52605,EE 214 SLNSWX,3.0,S 1-4PM lab TBA; S 4-6PM lec TBA,CONCEALED
52585,EE 224 WFABMQR,3.0,WF 7-8AM lec TBA; M 7-10AM lab TBA,CONCEALED
52586,EE 227 FDEFWX,3.0,F 10AM-12PM lec TBA; F 1-4PM lab TBA,CONCEALED
52549,EE 233 MOPTOZQ,3.0,M 6-8PM lec TBA; T 6-9PM lab TBA,CONCEALED
52550,EE 240 WOZQ,3.0,W 6-9PM lec TBA,CONCEALED
52587,EE 256 MOPWOZQ,3.0,M 6-8PM lec TBA; W 6-9PM lec TBA,CONCEALED
52588,EE 258 TOPHOZQ,3.0,T 6-8PM lec TBA; Th 6-9PM lab TBA,CONCEALED
52551,EE 274 TOPSCDE,3.0,S 9AM-12PM lab TBA; T 6-8PM lec TBA,CONCEALED
52560,EE 277 HOZQ,3.0,Th 6-9PM lec TBA,CONCEALED
52608,EE 290 LI-FRULocalization for the Internet of Things,3.0,F 8:30-11:30AM disc TBA,"TALAMPAS, MARC CAESAR"
52609,EE 290 ND-WOZQNanosatellite Preliminary Design Development,3.0,W 6-9PM disc TBA,"CO, PAUL JASON"
52543,EE 296 FO,1.0,F 6-7PM lec TBA,CONCEALED
52544,EE 296 FP,1.0,F 7-8PM lec TBA,CONCEALED
52603,EE 298 BM-WOZQClinical Needs-Based Biomedical Engineering Design,3.0,W 6-9PM lec TBA,"HIZON, JOHN RICHARD; DE LEON, ROXANNE"
52610,EE 298 SE-MOZQSpace Environment and Tests,3.0,M 6-9PM lec TBA,"CO, PAUL JASON"
52552,EE 298 T-MSWTechnopreneurship,3.0,MS 1-2:30PM lec TBA,"SISON, LUIS"
52589,EE 298 U-TOPSWXIntroduction to Microfabrication and MEMS,3.0,S 1-4PM lab TBA; T 6-8PM lec TBA,"DE LEON, MARIA THERESA"
52656,EE 300 B6,6.0,TBA,CONCEALED
52657,EE 300 CNL,3.0,TBA,"OCAMPO, ROEL; PEDRASA, JHOANNA RHODETTE; MONTES, ISABEL"
52658,EE 300 DSP,3.0,TBA,"CAJOTE, RHANDLEY; DE LEON, FRANZ; GUEVARA, ROWENA CRISTINA"
52659,EE 300 IRC-RAL,3.0,TBA,"RAMOS, MANUEL; SISON, LUIS; TALAMPAS, MARC CAESAR"
52660,EE 300 MicroLab,3.0,TBA,"ALARCON, LOUIS; BALLESIL-ALVAREZ, ANASTACIA; DE LEON, MARIA THERESA; HIZON, JOHN RICHARD; ROSALES, MARC; SABINO, MARIA PATRICIA ROUELLI"
52661,EE 300 PEL,3.0,TBA,"ODULIO, CARL MICHAEL; TRIA, LEW ANDREW"
52662,EE 300 Power,3.0,TBA,"DEL MUNDO, ROWALDO; NERVES, ALLAN; ORILLAZA, JORDAN REL; PEDRASA, MICHAEL ANGELO"
52663,EE 300 UCL,3.0,TBA,"ATIENZA, ROWEL; TIGLAO, NESTOR MICHAEL"
52664,EE 300 WCEL,3.0,TBA,"CO, PAUL JASON; MARCIANO, JOEL JOSEPH"
52590,EE 374 MOPFOZQ,3.0,M 6-8PM lec TBA; F 6-9PM lab TBA,CONCEALED
52665,EE 400 A3,3.0,TBA,CONCEALED
52666,EE 400 B6,6.0,TBA,CONCEALED
52667,EE 400 C9,9.0,TBA,CONCEALED
52668,EE 400 D12,12.0,TBA,CONCEALED
51306,EEdu 121 WFW,3.0,WF 1-2:30PM lec TBA,"ALCAZAR, MARIE YVETTE"
52514,EEE 1 THX,4.0,TTh 2:30-4PM lec TBA,CONCEALED
52513,EEE 1 WFW,4.0,WF 1-2:30PM lec TBA,CONCEALED
52534,EEE 1 SCDE,0.0,S 9AM-12PM lab TBA,CONCEALED
52535,EEE 1 SOZQ,0.0,Th 6-9PM lab TBA,CONCEALED
52536,EEE 1 SWX,0.0,S 1-4PM lab TBA,CONCEALED
52537,EEE 1 TOZQ,0.0,T 6-9PM lab TBA,CONCEALED
52531,EEE 3 THU,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52532,EEE 3 THW,3.0,TTh 1-2:30PM lec TBA,CONCEALED
52533,EEE 3 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
52554,EEE 4 HLNMWX,3.0,M 1-4PM lab TBA; Th 4-6PM lec TBA,CONCEALED
52553,EEE 4 HLN-MWX,3.0,M 1-4PM lab TBA; Th 4-6PM lec TBA,CONCEALED
52542,EEE 5 WFW,3.0,WF 1-2:30PM lec TBA,CONCEALED
52525,EEE 44 HCDE,1.0,Th 7-10AM lab TBA,CONCEALED
52526,EEE 51 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
52528,EEE 52 SCDE,1.0,S 7-10AM lab TBA,CONCEALED
52521,EEE 53 WFQ1,3.0,WF 7-8:30AM lec TBA,CONCEALED
52527,EEE 54 MYZ,1.0,M 4-7PM lab TBA,CONCEALED
52529,EEE 100 MCDE,1.0,F 10AM-1PM lab TBA,CONCEALED
52520,EEE 101 MCDE,3.0,M 9AM-12PM lec TBA,CONCEALED
52512,EEE 105 WFX,0.0,WF 2:30-4PM lec TBA,CONCEALED
52591,EEE 105 TRU,4.0,T 8:30-11:30AM lab TBA,CONCEALED
52516,EEE 107 SDE,3.0,S 10AM-12PM lec TBA,CONCEALED
52594,EEE 107 SWX,0.0,S 1-4PM lab TBA,CONCEALED
52451,EEE 121 THUV1,3.0,TTh 10-11AM lec TBA; TTh 11AM-12:30PM lab TBA,CONCEALED
52452,EEE 121 THUV2,3.0,TTh 10-11AM lec TBA; TTh 11AM-12:30PM lab TBA,CONCEALED
52453,EEE 121 THWX1,3.0,TTh 1-2PM lec TBA; TTh 2-3:30PM lab TBA,CONCEALED
52454,EEE 121 THWX2,3.0,TTh 1-2PM lec TBA; TTh 2-3:30PM lab TBA,CONCEALED
52455,EEE 121 THYZ1,3.0,TTh 4-5PM lec TBA; TTh 5-6:30PM lab TBA,CONCEALED
52456,EEE 121 THYZ2,3.0,TTh 4-5PM lec TBA; TTh 5-6:30PM lab TBA,CONCEALED
52457,EEE 121 THYZ3,3.0,TTh 4-5PM lec TBA; TTh 5-6:30PM lab TBA,CONCEALED
52458,EEE 121 WFUV1,3.0,WF 10-11AM lec TBA; WF 11AM-12:30PM lab TBA,CONCEALED
52459,EEE 121 WFUV2,3.0,WF 10-11AM lec TBA; WF 11AM-12:30PM lab TBA,CONCEALED
52460,EEE 121 WFWX1,3.0,WF 1-2PM lec TBA; WF 2-3:30PM lab TBA,CONCEALED
52461,EEE 121 WFWX2,3.0,WF 1-2PM lec TBA; WF 2-3:30PM lab TBA,CONCEALED
52462,EEE 121 WFWX3,3.0,WF 1-2PM lec TBA; WF 2-3:30PM lab TBA,CONCEALED
52463,EEE 121 WFYZ1,3.0,WF 4-5PM lec TBA; WF 5-6:30PM lab TBA,CONCEALED
52464,EEE 121 WFYZ2,3.0,WF 4-5PM lec TBA; WF 5-6:30PM lab TBA,CONCEALED
52465,EEE 123 THU1,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52466,EEE 123 THW1,3.0,TTh 1-2:30PM lec TBA,CONCEALED
52467,EEE 123 THX1,3.0,TTh 2:30-4PM lec TBA,CONCEALED
52468,EEE 123 THX2,3.0,TTh 2:30-4PM lec TBA,CONCEALED
52469,EEE 123 THY1,3.0,TTh 4-5:30PM lec TBA,CONCEALED
52470,EEE 123 WFU1,3.0,WF 10-11:30AM lec TBA,CONCEALED
52630,EEE 123 WFU2,3.0,WF 10-11:30AM lec TBA,CONCEALED
52471,EEE 123 WFW1,3.0,WF 1-2:30PM lec TBA,CONCEALED
52472,EEE 123 WFX1,3.0,WF 2:30-4PM lec TBA,CONCEALED
52473,EEE 123 WFY1,3.0,WF 4-5:30PM lec TBA,CONCEALED
52474,EEE 123 WFY2,3.0,WF 4-5:30PM lec TBA,CONCEALED
52631,EEE 128 FWX,1.0,F 1-4PM lab TBA,CONCEALED
52632,EEE 128 HWX,1.0,Th 1-4PM lab TBA,CONCEALED
52644,EEE 128 HYZ,1.0,Th 4-7PM lab TBA,CONCEALED
52633,EEE 128 MCDE1,1.0,M 9AM-12PM lab TBA,CONCEALED
52634,EEE 128 MCDE2,1.0,M 9AM-12PM lab TBA,CONCEALED
52635,EEE 128 MWX1,1.0,M 1-4PM lab TBA,CONCEALED
52636,EEE 128 MWX2,1.0,M 1-4PM lab TBA,CONCEALED
52637,EEE 128 SCDE1,1.0,S 9AM-12PM lab TBA,CONCEALED
52645,EEE 128 SCDE2,1.0,S 9AM-12PM lab TBA,CONCEALED
52638,EEE 128 SWX,1.0,S 1-4PM lab TBA,CONCEALED
52639,EEE 128 TWX,1.0,T 1-4PM lab TBA,CONCEALED
52640,EEE 128 WWX,1.0,W 1-4PM lab TBA,CONCEALED
52492,EEE 141 THR1,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52493,EEE 141 THR2,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52494,EEE 141 THU1,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52643,EEE 141 THU2,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52495,EEE 141 THW1,3.0,TTh 1-2:30PM lec TBA,CONCEALED
52496,EEE 141 THX1,3.0,TTh 2:30-4PM lec TBA,CONCEALED
52497,EEE 141 WFR1,3.0,WF 8:30-10AM lec TBA,CONCEALED
52498,EEE 141 WFR2,3.0,WF 8:30-10AM lec TBA,CONCEALED
52530,EEE 141 WFU1,3.0,WF 10-11:30AM lec TBA,CONCEALED
52499,EEE 141 WFW1,3.0,WF 1-2:30PM lec TBA,CONCEALED
52500,EEE 141 WFX1,3.0,WF 2:30-4PM lec TBA,CONCEALED
52501,EEE 143 THR1,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52502,EEE 143 THV1,3.0,TTh 11:30AM-1PM lec TBA,CONCEALED
52503,EEE 143 THW1,3.0,TTh 1-2:30PM lec TBA,CONCEALED
52504,EEE 143 THX1,3.0,TTh 2:30-4PM lec TBA,CONCEALED
52505,EEE 143 THY1,3.0,TTh 4-5:30PM lec TBA,CONCEALED
52506,EEE 143 WFU1,3.0,WF 10-11:30AM lec TBA,CONCEALED
52507,EEE 143 WFW1,3.0,WF 1-2:30PM lec TBA,CONCEALED
52508,EEE 143 WFX1,3.0,WF 2:30-4PM lec TBA,CONCEALED
52509,EEE 143 WFX2,3.0,WF 2:30-4PM lec TBA,CONCEALED
52510,EEE 143 WFY1,3.0,WF 4-5:30PM lec TBA,CONCEALED
52642,EEE 145 THQ1,3.0,TTh 7-8:30AM lec TBA,CONCEALED
52484,EEE 145 THR1,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52485,EEE 145 THR2,3.0,TTh 8:30-10AM lec TBA,CONCEALED
52486,EEE 145 THU1,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52487,EEE 145 THU2,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52488,EEE 145 WFQ1,3.0,WF 7-8:30AM lec TBA,CONCEALED
52489,EEE 145 WFR1,3.0,WF 8:30-10AM lec TBA,CONCEALED
52540,EEE 145 WFR2,3.0,WF 8:30-10AM lec TBA,CONCEALED
52539,EEE 145 WFU1,3.0,WF 10-11:30AM lec TBA,CONCEALED
52490,EEE 145 WFW1,3.0,WF 1-2:30PM lec TBA,CONCEALED
52491,EEE 145 WFX1,3.0,WF 2:30-4PM lec TBA,CONCEALED
52595,EEE 147 THU,3.0,TTh 10-11:30AM lec TBA,CONCEALED
52596,EEE 147 THW,3.0,TTh 1-2:30PM lec TBA,CONCEALED
52597,EEE 147 THX,3.0,TTh 2:30-4PM lec TBA,CONCEALED
52598,EEE 147 THY,3.0,TTh 4-5:30PM lec TBA,CONCEALED
52599,EEE 147 WFU,3.0,WF 10-11:30AM lec TBA,CONCEALED
52600,EEE 147 WFW,3.0,WF 1-2:30PM lec TBA,CONCEALED
52601,EEE 147 WFX,3.0,WF 2:30-4PM lec TBA,CONCEALED
52602,EEE 147 WFY,3.0,WF 4-5:30PM lec TBA,CONCEALED
52475,EEE 148 FQR,1.0,F 7-10AM lab TBA,CONCEALED
52476,EEE 148 FYZ,1.0,F 4-7PM lab TBA,CONCEALED
52477,EEE 148 HQR,1.0,Th 7-10AM lab TBA,CONCEALED
52478,EEE 148 HWX,1.0,Th 1-4PM lab TBA,CONCEALED
52479,EEE 148 MCDE1,1.0,M 9AM-12PM lab TBA,CONCEALED
52646,EEE 148 MCDE2,1.0,M 9AM-12PM lab TBA,CONCEALED
52480,EEE 148 MWX1,1.0,M 1-4PM lab TBA,CONCEALED
52647,EEE 148 MWX2,1.0,M 1-4PM lab TBA,CONCEALED
52481,EEE 148 MYZ,1.0,M 4-7PM lab TBA,CONCEALED
52482,EEE 148 TQR,1.0,T 7-10AM lab TBA,CONCEALED
52648,EEE 148 TYZ,1.0,T 1-4PM lab TBA,CONCEALED
52483,EEE 148 WYZ,1.0,W 4-7PM lab TBA,CONCEALED
52541,EEE 155 THQ,3.0,TTh 7-8:30AM lec TBA,CONCEALED
52625,EEE 190 MGIJK,2.0,M 12-1PM lec TBA; M 1-4PM lab TBA,CONCEALED
52649,EEE 192 FWX,1.0,F 1-4PM lab TBA,CONCEALED
52650,EEE 192 HWX,1.0,Th 1-4PM lab TBA,CONCEALED
52651,EEE 192 MCDE1,1.0,M 9AM-12PM lab TBA,CONCEALED
52652,EEE 192 MWX,1.0,M 1-4PM lab TBA,CONCEALED
52653,EEE 192 TWX,1.0,T 1-4PM lab TBA,CONCEALED
52654,EEE 192 TYZ,1.0,T 4-7PM lab TBA,CONCEALED
52655,EEE 192 WWX,1.0,W 1-4PM lab TBA,CONCEALED
57662,EgyE 201 GTX,3.0,T 6-9PM lec TBA,"BERANA, MENANDRO; PEDRASA, MICHAEL ANGELO; PRINCIPE, JEARK"
57664,EgyE 205 GMRU,1.0,M 8:30-11:30AM lab TBA,"TRIA, LEW ANDREW; ANG, MA. ROSARIO CONCEPCION; DEL ROSARIO, JULIE ANNE"
57665,EgyE 205 GSRU,1.0,S 8:30-11:30AM lab TBA,"TRIA, LEW ANDREW; ANG, MA. ROSARIO CONCEPCION; DEL ROSARIO, JULIE ANNE"
57663,EgyE 211 GTY,3.0,T 6-9PM lec TBA,"ODULIO, CARL MICHAEL; REYES, JOSEPH GERARD; SERANILLA, JUSTIN JESSE"
57666,EgyE 225 GF,3.0,F 6-9PM lec TBA,CONCEALED
57667,EgyE 231 GSV,3.0,S 2-5PM lec TBA,CONCEALED
57669,EgyE 236 GWY,3.0,W 6-9PM lec TBA,"PEDRASA, MICHAEL ANGELO"
57668,EgyE 273 GWX,3.0,W 6-9PM lec TBA,CONCEALED
57673,EgyE 296 GTHX,1.0,Th 6-7PM lec TBA,CONCEALED
57670,EgyE 297 GSMSustainable Energy Development,3.0,S 9AM-12PM lec TBA,CONCEALED
57671,EgyE 297 GTHWEnergy Storage and Conversion Technology: Fuel Cells and Batteries,3.0,Th 3-6PM lec TBA,"CERVERA, RINLEE BUTCH"
57672,EgyE 320 GTHY,3.0,Th 6-9PM lec TBA,"PRINCIPE, JEARK; ANG, MA. ROSARIO CONCEPCION"
14972,EL 50 THQ,3.0,TTh 7-8:30AM lec TBA,"BOGNOT, HERMAN"
15036,EL 50 THR,3.0,TTh 8:30-10AM lec TBA,"DE LA PENA, WYSTAN"
15037,EL 50 WFR,3.0,WF 8:30-10AM lec TBA,"DE LA PENA, WYSTAN"
15042,EL 170 WFW,3.0,WF 1-2:30PM lec TBA,"EBREO, ELVIN"
14970,EL 181 WFW,3.0,WF 1-2:30PM prac TBA,"ONG, ROORKEE"
15065,EL 200 MX,3.0,M 9AM-12PM thesis TBA,TBA
56804,EM 121 WFV1,3.0,WF 11:30AM-1PM lec TBA,CONCEALED
56805,EM 121 WFV2,3.0,WF 11:30AM-1PM lec TBA,CONCEALED
56809,EM 122 SB,3.0,S 8-11AM lec TBA,CONCEALED
56810,EM 122 SW,3.0,S 1-4PM lec TBA,CONCEALED
56812,EM 141 THX,5.0,TTh 2:30-4PM lec TBA,CONCEALED
56813,EM 141 WFR,5.0,WF 8:30-10AM lec TBA,CONCEALED
56837,EM 141 WFUV,0.0,WF 10AM-1PM lab TBA,CONCEALED
56838,EM 141 WFWX,0.0,WF 1-4PM lab TBA,CONCEALED
56869,EM 146 WFUV,3.0,F 10AM-12PM lec TBA; W 10AM-1PM lab TBA,CONCEALED
56816,EM 156 THW,3.0,TTh 1-2:30PM lec TBA,CONCEALED
56868,EM 157 THV,3.0,TTh 11:30AM-1PM lec TBA,CONCEALED
56815,EM 161 THV,3.0,TTh 11:30AM-1PM lec TBA,CONCEALED
56839,EM 162 THU,5.0,TTh 10-11:30AM lec TBA; TTh 2:30-5:30PM lab TBA,CONCEALED
56863,EM 197 MGIJIntroduction to Mine Operations Audit,3.0,M 12-3PM lec TBA,CONCEALED
57499,EnE 31 THX,3.0,TTh 2:30-4PM lec TBA,CONCEALED
57487,EnE 31 THY,3.0,TTh 4-5:30PM lec TBA,CONCEALED
57481,EnE 31 WFY,3.0,WF 4-5:30PM lec TBA,CONCEALED
57486,EnE 202 GS,3.0,S 2-5PM lec TBA,CONCEALED
57485,EnE 202 GT,3.0,T 6-9PM lec TBA,CONCEALED
57483,EnE 203 GTh,4.0,TTh 12-2PM lec TBA,CONCEALED
57482,EnE 203 GW,4.0,W 5-7PM lec TBA; W 7-9PM lec TBA,CONCEALED
57493,EnE 205 GS1,3.0,S 8:30AM-3:30PM lec TBA,CONCEALED
57494,EnE 205 GS2,3.0,S 8:30AM-3:30PM lec TBA,CONCEALED
57500,EnE 205 GS 3,3.0,S 8AM-3PM lec TBA,CONCEALED
57490,EnE 213 GF,3.0,F 6-9PM lec TBA,CONCEALED
57496,EnE 215 GM,3.0,M 6-9PM lec TBA,CONCEALED
57491,EnE 218 GT,3.0,T 6-9PM lec TBA,CONCEALED
57484,EnE 253 GM,3.0,M 6-9PM lec TBA,CONCEALED
57489,EnE 270 GTH,3.0,Th 6-9PM lec TBA,CONCEALED
57488,EnE 272 GT,3.0,T 6-9PM lec TBA,CONCEALED
57498,EnE 280 GTH,3.0,Th 6-9PM lec TBA,CONCEALED
57495,EnE 283 GW,3.0,W 6-9PM lec TBA,CONCEALED
57492,EnE 303 GTH,3.0,Th 6-9PM lec TBA,CONCEALED
57497,EnE 305 GW,3.0,W 6-9PM lec TBA,CONCEALED
14474,Eng 1 THW,3.0,TTh 1-2:30PM lec TBA,"GUERRERO, SYDNEY PAIGE"
14473,Eng 1 WFU,3.0,WF 10-11:30AM lec TBA,"BORLAZA, CATHERINE REGINA"
14401,Eng 11 THW1,3.0,TTh 1-2:30PM lec TBA,"AQUINO, LALAINE"
14402,Eng 11 THW2,3.0,TTh 1-2:30PM lec TBA,"UYCHOCO, MARIKIT TARA"
14403,Eng 11 THX1,3.0,TTh 2:30-4PM lec TBA,"LAUREL, MA. MILAGROS"
14404,Eng 11 THX2,3.0,TTh 2:30-4PM lec TBA,"MIRASOL, AUDREY ROSE"
14405,Eng 11 WFU,3.0,WF 10-11:30AM lec TBA,"PATINO, BERNARD JULIAN"
14406,Eng 11 WFV,3.0,WF 11:30AM-1PM lec TBA,"TEH, JEFFREY ALESTER"
14407,Eng 11 WFW,3.0,WF 1-2:30PM lec TBA,"SHAW, THOMAS LEONARD"
14408,Eng 11 WFX,3.0,WF 2:30-4PM lec TBA,"ANG, FRANCIS EDUARD"
14409,Eng 11 WFY,3.0,WF 4-5:30PM lec TBA,"MIRASOL, AUDREY ROSE"
14410,Eng 12 THV,3.0,TTh 11:30AM-1PM lec TBA,"BAUTISTA, VICTOR FELIPE"
14411,Eng 12 THX,3.0,TTh 2:30-4PM lec TBA,"LEDESMA, AUGUSTO XAVIER"
14412,Eng 13 MSX,3.0,MS 2:30-4PM lec TBA,"VASQUEZ, LOUYZZA MARIA VICTORIA"
14413,Eng 13 MSY,3.0,MS 4-5:30PM lec TBA,"VASQUEZ, LOUYZZA MARIA VICTORIA"
14414,Eng 13 THQ,3.0,TTh 7-8:30AM lec TBA,"CHAVES, THOMAS DAVID"
14415,Eng 13 THR1,3.0,TTh 8:30-10AM lec TBA,"CARDOSO, ALEXANDRA MAY"
14416,Eng 13 THR2,3.0,TTh 8:30-10AM lec TBA,"PATINO, BERNARD JULIAN"
14445,Eng 13 THR3,3.0,TTh 8:30-10AM lec TBA,"ESTERON, JERICO"
14417,Eng 13 THU1,3.0,TTh 10-11:30AM lec TBA,"BORLAZA, CATHERINE REGINA"
14418,Eng 13 THU2,3.0,TTh 10-11:30AM lec TBA,"LOS BANOS, GERARDO"
14419,Eng 13 THU3,3.0,TTh 10-11:30AM lec TBA,"TESTA-DE OCAMPO, ANNA MELINDA URSULA"
14420,Eng 13 THV1,3.0,TTh 11:30AM-1PM lec TBA,"ABAO, FRANCES JANE"
14421,Eng 13 THV2,3.0,TTh 11:30AM-1PM lec TBA,"FLORES, EMIL FRANCIS"
14422,Eng 13 THV3,3.0,TTh 11:30AM-1PM lec TBA,"SHAW, THOMAS LEONARD"
14423,Eng 13 THV4,3.0,TTh 11:30AM-1PM lec TBA,"TORRECAMPO, ROSELLA"
14424,Eng 13 THW1,3.0,TTh 1-2:30PM lec TBA,"LAO, CHRISTINE"
14425,Eng 13 THW2,3.0,TTh 1-2:30PM lec TBA,"LUCERO, ADELAIDA"
14426,Eng 13 THW3,3.0,TTh 1-2:30PM lec TBA,"REYES, ISABELITA"
14427,Eng 13 THW4,3.0,TTh 1-2:30PM lec TBA,"SANCHEZ, ANNA FELICIA"
14428,Eng 13 THW5,3.0,TTh 1-2:30PM lec TBA,"SHAW, THOMAS LEONARD"
14429,Eng 13 THW6,3.0,TTh 1-2:30PM lec TBA,"TEH, JEFFREY ALESTER"
14430,Eng 13 THX1,3.0,TTh 2:30-4PM lec TBA,"ANG, FRANCIS EDUARD"
14431,Eng 13 THX2,3.0,TTh 2:30-4PM lec TBA,"BAUTISTA, VICTOR FELIPE"
14432,Eng 13 THX3,3.0,TTh 2:30-4PM lec TBA,"KWE, MARIA FRANCEZCA THERESA"
14433,Eng 13 THX4,3.0,TTh 2:30-4PM lec TBA,"ONG, TIMOTHY"
14434,Eng 13 THX5,3.0,TTh 2:30-4PM lec TBA,"REYES, ISABELITA"
14435,Eng 13 THX6,3.0,TTh 2:30-4PM lec TBA,"SUAREZ, LARISSA MAE"
14436,Eng 13 THX7,3.0,TTh 2:30-4PM lec TBA,"TEH, JEFFREY ALESTER"
14437,Eng 13 THX8,3.0,TTh 2:30-4PM lec TBA,"UYCHOCO, MARIKIT TARA"
14438,Eng 13 THY1,3.0,TTh 4-5:30PM lec TBA,"MIRASOL, AUDREY ROSE"
14439,Eng 13 THY2,3.0,TTh 4-5:30PM lec TBA,"LEDESMA, AUGUSTO XAVIER"
14440,Eng 13 WFQ,3.0,WF 7-8:30AM lec TBA,"CHAVES, THOMAS DAVID"
14441,Eng 13 WFR1,3.0,WF 8:30-10AM lec TBA,"ESTERON, JERICO"
14442,Eng 13 WFR2,3.0,WF 8:30-10AM lec TBA,"PATINO, BERNARD JULIAN"
